name,wins,losses,height,weight,reach,stance,age,SLpM,sig_str_acc,SApM,str_def,td_avg,td_acc,td_def,sub_avg
Dongi Yang,13,3,177.8,83.91,185.42,Southpaw,39,3.55,0.51,3.21,0.63,1.7,0.41,0.61,0.5
Yui Chul Nam,18,8,175.26,65.77,175.26,Orthodox,42,3.53,0.51,2,0.48,1.33,0.16,0.57,0.3
Leo Kuntz,18,4,177.8,70.31,177.8,Orthodox,40,1.68,0.32,3.8,0.45,1.99,0.25,0.33,0.7
Scott Jorgensen,15,12,165.1,61.23,167.64,Orthodox,41,3.37,0.4,3.41,0.65,2.61,0.45,0.59,0.7
Vernon Ramos Ho,3,1,167.64,77.11,167.64,Orthodox,31,4,0.25,8,0.55,0,0,0,0
Valmir Lazaro,15,5,182.88,70.31,185.42,Orthodox,38,4.87,0.37,4.09,0.61,1.33,0.4,0.96,0
Akbarh Arreola,23,11,177.8,70.31,180.34,Southpaw,41,2.32,0.45,4.01,0.56,1.07,1,0.33,0.4
Anthony Perosh,15,10,190.5,92.99,190.5,Orthodox,51,2.27,0.43,3.77,0.53,2.03,0.22,0.33,1.1
Richie Vaculik,10,4,167.64,56.7,175.26,Orthodox,40,3.69,0.46,4.09,0.57,3,0.45,0.31,1
Danny Martinez,21,8,167.64,56.7,170.18,Orthodox,38,2.73,0.28,3.77,0.63,3,0.45,0.36,0
Steve Montgomery,9,5,193.04,83.91,193.04,Southpaw,33,4.85,0.39,4.12,0.47,0,0,0.64,0
Steve Kennedy,24,8,180.34,77.11,180.34,Orthodox,41,2.28,0.35,5.52,0.45,2.51,0.33,0,0
Piotr Hallmann,18,6,175.26,70.31,180.34,Orthodox,36,3.98,0.45,3.17,0.58,2.55,0.44,0.7,0.4
Fabio Maldonado,23,11,185.42,92.99,190.5,Orthodox,44,5.29,0.58,4.31,0.53,0.44,0.57,0.61,0.6
Edimilson Souza,15,5,182.88,65.77,187.96,Orthodox,39,4.65,0.44,2.91,0.58,0,0,0.5,0
Gasan Umalatov,17,4,180.34,77.11,180.34,Orthodox,41,2.23,0.39,4.1,0.59,0.75,0.17,0.9,0
Bruno Korea,7,3,167.64,61.23,165.1,Orthodox,32,2.12,0.34,3.96,0.42,0,0,0.25,0
Paddy Holohan,12,2,177.8,56.7,175.26,Orthodox,35,2.13,0.46,2.81,0.46,2.88,0.47,0.71,1.3
Jon Delos Reyes,8,5,167.64,56.7,170.18,Orthodox,36,2.99,0.38,4.14,0.51,3.2,0.83,0.55,1.9
Mickael Lebout,16,7,180.34,70.31,185.42,Orthodox,36,2.6,0.34,2.98,0.54,0,0,0.6,0
Aisling Daly,16,6,157.48,52.16,162.56,Orthodox,36,2.92,0.52,1.4,0.55,2.15,0.41,0.33,0.9
Ericka Almeida,7,3,167.64,52.16,167.64,Orthodox,35,1.07,0.39,3.33,0.43,0.5,0.33,0.37,0
Cathal Pendred,17,4,185.42,77.11,190.5,Orthodox,36,2.49,0.44,3.01,0.55,2.46,0.23,0.83,0.4
Bubba Bush,8,3,182.88,83.91,182.88,Orthodox,38,0.63,0.55,7.01,0.25,2.82,0.5,0.6,0
Shawn Jordan,19,8,182.88,117.93,190.5,Southpaw,39,2.87,0.5,3.3,0.47,1.97,0.38,0.76,0.1
Ruslan Magomedov,14,1,190.5,109.77,198.12,Orthodox,37,4.02,0.47,1.47,0.66,0.33,1,0.88,0
Francisco Trevino,13,3,175.26,70.31,177.8,Orthodox,42,2.65,0.42,2.42,0.64,0.97,0.22,0.41,0
Chris Cariaso,17,8,160.02,56.7,162.56,Southpaw,42,3.35,0.43,2.23,0.61,1.11,0.39,0.57,0.8
Chico Camus,17,7,167.64,56.7,167.64,Orthodox,39,2.58,0.41,2.46,0.64,0.77,0.4,0.72,0.4
George Roop,15,13,185.42,61.23,182.88,Orthodox,42,3.43,0.34,2.47,0.6,1.05,0.57,0.59,0.1
Katsunori Kikuno,24,8,172.72,65.77,167.64,Orthodox,42,2.64,0.4,2.47,0.61,1.88,0.75,0.76,0.8
Naoyuki Kotani,34,14,172.72,70.31,167.64,Southpaw,42,1.02,0.31,2.89,0.5,0.83,0.16,0.46,0.8
Roger Zapata,4,2,180.34,77.11,180.34,Southpaw,37,2.6,0.51,2.13,0.36,0,0,0.81,1.4
Clay Collard,14,7,180.34,65.77,185.42,Orthodox,31,4.22,0.32,5,0.5,2.81,0.39,0.71,0.5
Ron Stallings,14,8,187.96,77.11,190.5,Southpaw,41,3.22,0.6,3.26,0.51,0,0,0.71,0
Nazareno Malegarie,28,4,172.72,70.31,172.72,Orthodox,37,3.87,0.34,3.27,0.69,1,0.33,0,0
Sam Stout,20,12,175.26,70.31,177.8,Orthodox,39,4.17,0.28,4.08,0.57,0.63,0.38,0.77,0.1
Yves Jabouin,20,11,170.18,61.23,172.72,Orthodox,44,3.06,0.41,2.93,0.62,1.94,0.6,0.82,0.1
Elias Silverio,13,3,180.34,70.31,185.42,Orthodox,37,3.67,0.49,2.97,0.51,1.62,0.38,0.85,0.2
Tom Watson,17,9,185.42,83.91,185.42,Orthodox,41,4.01,0.44,4.41,0.5,0.15,0.07,0.43,0
Sirwan Kakai,12,5,165.1,61.23,165.1,Orthodox,34,3.57,0.41,4.63,0.62,4,0.42,0.83,0
Roman Salazar,10,6,170.18,61.23,170.18,Orthodox,36,1.95,0.39,2.89,0.57,1.77,0.18,0.5,0
Anthony Christodoulou,12,7,175.26,70.31,175.26,Orthodox,36,2.19,0.26,5.9,0.45,0,0,0.4,0
Antonio Rodrigo Nogueira,34,10,190.5,108.86,195.58,Orthodox,47,1.95,0.42,2.4,0.55,1.3,0.29,0.36,2.4
Soa Palelei,22,5,193.04,120.2,205.74,Orthodox,46,2.47,0.57,2.68,0.48,2.2,0.47,0.66,0
Hugo Viana,8,4,167.64,61.23,170.18,Orthodox,41,3.05,0.38,3.2,0.57,0.22,0.06,0.5,0
Ramsey Nijem,9,6,180.34,70.31,190.5,Orthodox,35,3.05,0.44,1.62,0.62,5.32,0.62,0.55,1.1
Jessamyn Duke,3,5,180.34,61.23,185.42,Orthodox,37,4.83,0.53,4.43,0.57,1.27,0.36,0.5,1.9
Ivan Jorge,27,7,175.26,70.31,185.42,Orthodox,43,3.41,0.49,2.91,0.59,1.56,0.16,0.75,0.6
Pawel Pawlak,12,3,182.88,77.11,185.42,Orthodox,35,1.67,0.33,2.22,0.53,1,0.37,0.7,0
Leonardo Mafra,13,4,177.8,70.31,177.8,Orthodox,34,4.55,0.48,4.38,0.43,2.12,0.83,0.69,0.4
Vaughan Lee,14,13,167.64,56.7,167.64,Orthodox,41,3.47,0.47,2.07,0.7,0.81,0.33,0.72,1
Hans Stringer,22,8,190.5,92.99,190.5,Orthodox,36,3.16,0.61,2.84,0.41,2.4,0.36,0.62,0
Paul Redmond,12,7,177.8,65.77,177.8,Orthodox,37,0.72,0.34,2.99,0.41,0,0,0.5,0
Marcus Brimage,7,7,162.56,61.23,180.34,Southpaw,38,3.97,0.35,3.64,0.56,0.56,1,0.8,0
Todd Duffee,9,3,190.5,117.93,198.12,Orthodox,38,5.93,0.37,2.87,0.56,0.72,0.25,0.9,0
Josh Thomson,22,9,177.8,70.31,180.34,Orthodox,45,2.59,0.47,2.12,0.64,1.92,0.39,0.54,1.3
Igor Araujo,25,9,185.42,77.11,195.58,Orthodox,43,1.52,0.42,2.86,0.49,0.86,0.15,0.22,0.6
Ildemar Alcantara,21,11,187.96,83.91,198.12,Orthodox,41,1.93,0.38,2.63,0.5,2,0.68,0.81,0.9
Andrew Craig,9,4,185.42,77.11,193.04,Orthodox,38,2.39,0.4,3.01,0.5,0.53,0.37,0.72,0
Dan Miller,14,8,185.42,83.91,187.96,Orthodox,42,2.03,0.36,3.06,0.49,1.67,0.54,0.47,1.8
Darrell Montague,13,5,167.64,56.7,170.18,Southpaw,36,1.92,0.25,5.38,0.52,0.72,0.25,0.33,1.4
Mike Swick,15,6,185.42,77.11,195.58,Orthodox,44,2.36,0.37,2.29,0.54,1.06,0.5,0.61,0.6
Yosdenis Cedeno,10,6,172.72,70.31,175.26,Orthodox,39,1.64,0.29,1.6,0.67,0,0,0.31,0.3
Eddie Gordon,8,4,182.88,83.91,193.04,Orthodox,40,2.03,0.32,2.57,0.6,1.93,0.83,0.63,0
Levan Makashvili,15,2,172.72,65.77,172.72,Orthodox,35,2.87,0.54,2.07,0.61,3.67,0.42,0.85,0
Joe Merritt,7,2,182.88,77.11,182.88,Orthodox,40,1.53,0.58,0.73,0.66,0,0,0.68,0
Lewis Gonzalez,11,3,177.8,77.11,177.8,Orthodox,36,1.4,0.37,1.87,0.41,2,0.33,0.62,0
Alan Omer,20,5,177.8,65.77,177.8,Orthodox,35,3.49,0.55,2.21,0.64,1.69,0.42,0.66,0
Niklas Backstrom,11,3,185.42,65.77,185.42,Orthodox,34,1.12,0.41,3.65,0.4,2.92,0.8,0.72,2.2
Antonio Dos Santos,6,4,177.8,83.91,177.8,Orthodox,35,5.4,0.51,3.94,0.43,0,0,1,0
Brian Ebersole,51,18,182.88,77.11,185.42,Southpaw,43,2.32,0.49,2.14,0.56,1.7,0.23,0.61,0.1
Justin Edwards,9,5,177.8,70.31,177.8,Orthodox,41,2.68,0.42,3.32,0.51,2.14,0.26,0.27,1
Ricardo Abreu,5,1,180.34,83.91,180.34,Orthodox,39,3.79,0.31,3.98,0.68,2.13,0.42,1,0.7
Leonardo Morales,6,2,172.72,61.23,172.72,Southpaw,31,2.05,0.47,2.05,0.58,0,0,0.62,0
Ryan Jimmo,19,5,185.42,92.99,185.42,Orthodox,42,3.12,0.66,2.77,0.46,0.45,0.28,0.87,0
Wendell Oliveira Marques,29,10,177.8,77.11,177.8,Orthodox,40,3.77,0.47,4.4,0.47,0,0,1,0
Luiz Dutra,13,6,180.34,77.11,180.34,Orthodox,41,3.92,0.5,4.8,0.41,0,0,1,0
Josh Sampo,11,5,162.56,56.7,162.56,Orthodox,39,1.99,0.36,2.96,0.55,1.06,0.33,0.4,2.1
Constantinos Philippou,13,5,180.34,83.91,185.42,Orthodox,44,2.19,0.35,2.73,0.54,0.4,0.42,0.65,0.3
Mark Munoz,14,6,182.88,83.91,180.34,Orthodox,46,3.12,0.51,2.26,0.57,3.17,0.29,0.57,0.6
Luke Barnatt,13,4,198.12,83.91,195.58,Orthodox,35,4.43,0.36,3.87,0.59,0.63,0.42,0.63,0.4
Zhang Lipeng,23,9,180.34,70.31,180.34,Southpaw,34,1.28,0.48,1.88,0.53,1.75,0.3,0.69,0.8
Royston Wee,4,1,170.18,61.23,170.18,Orthodox,37,1.1,0.6,2.45,0.49,3.38,0.81,0,0
Roldan Sangcha'an,4,2,162.56,56.7,162.56,Orthodox,33,2.71,0.46,2.15,0.51,1.94,0.6,0.68,0
Nolan Ticman,4,3,167.64,56.7,167.64,Orthodox,35,2.57,0.47,2.53,0.67,0,0,0.6,0
Hatsu Hioki,29,10,180.34,65.77,185.42,Orthodox,40,2.42,0.42,2.12,0.65,2.55,0.56,0.54,0.6
Lisa Ellis,15,11,162.56,52.16,162.56,Orthodox,41,1.68,0.48,2.32,0.57,4.19,0.63,0.5,0.6
Dylan Andrews,18,7,185.42,83.91,187.96,Switch,44,2.21,0.5,2.72,0.46,2.83,0.5,0.57,0.4
Vik Grujic,6,6,180.34,77.11,185.42,Orthodox,47,2.24,0.48,3.39,0.41,1.18,0.33,0.26,0.4
Alptekin Ozkilic,9,5,165.1,56.7,165.1,Orthodox,38,3.81,0.32,5.72,0.59,4.21,0.58,0.75,0
Quinton Jackson,37,12,185.42,92.99,185.42,Orthodox,45,3.25,0.54,2.51,0.55,1.52,0.56,0.73,0.1
David Michaud,11,3,175.26,70.31,175.26,Orthodox,35,3.25,0.43,4.45,0.54,2.53,0.58,0.77,0.7
Chris Clements,12,6,177.8,77.11,177.8,Orthodox,48,3.2,0.49,2.37,0.44,0,0,0.32,0.3
Jessica Rakoczy,1,5,170.18,52.16,170.18,Orthodox,46,2.5,0.44,3.55,0.64,0.75,0.2,0,0.8
Jimy Hettes,11,3,175.26,65.77,180.34,Southpaw,36,3.47,0.57,3.5,0.57,5.2,0.44,0.61,1.4
Mirko Filipovic,35,11,187.96,104.33,185.42,Southpaw,49,2.11,0.5,1.89,0.63,0.19,0.4,0.78,0.3
Seth Baczynski,20,14,190.5,77.11,190.5,Orthodox,42,3.08,0.31,3.14,0.51,0.89,0.16,0.48,0.8
Izabela Badurek,6,3,165.1,52.16,165.1,Orthodox,32,3.74,0.71,4.9,0.32,1.75,0.12,1,0
Marcin Bandel,15,7,177.8,70.31,177.8,Orthodox,34,0.79,0.5,5.26,0.23,0,0,0,0
Rocky Lee,3,2,175.26,65.77,175.26,Orthodox,36,2.47,0.51,5.33,0.44,1,0.1,0.33,0
Robert Peralta,18,8,172.72,65.77,180.34,Orthodox,38,3.76,0.44,2.97,0.53,0.59,0.66,0.65,0
Justin Jones,9,2,180.34,83.91,180.34,Orthodox,36,1.7,0.36,3.17,0.45,1,0.15,0.46,0.5
Josh Koscheck,17,11,177.8,77.11,185.42,Orthodox,46,1.79,0.36,2.27,0.63,2.46,0.48,0.64,0.4
Shayna Baszler,15,11,170.18,61.23,170.18,Orthodox,43,2.49,0.3,6.36,0.51,0.67,0.18,0.44,1.3
Cain Carrizosa,10,3,172.72,70.31,172.72,Orthodox,37,2.72,0.42,5.8,0.51,0,0,0.14,0
Jorge de Oliveira,9,2,172.72,70.31,172.72,Orthodox,44,1.26,0.31,4.84,0.48,0,0,0.22,0
Bentley Syler,5,1,162.56,56.7,162.56,Orthodox,41,1.3,0.18,1.73,0.79,0,0,0.75,0
Roger Narvaez,8,3,190.5,83.91,190.5,Southpaw,40,2.12,0.37,3.32,0.64,0,0,0.5,0.9
Josh Copeland,12,4,185.42,120.2,185.42,Orthodox,41,1.03,0.31,3.01,0.55,0,0,0.57,0
Jake Lindsey,12,7,180.34,70.31,180.34,Switch,37,3.44,0.52,4.01,0.46,0.65,0.33,0.5,0
Larissa Pacheco,10,2,170.18,61.23,170.18,Orthodox,29,1.21,0.19,4.14,0.55,0,0,0,0
Ruan Potts,11,6,187.96,112.04,190.5,Orthodox,46,0.85,0.37,5.92,0.22,0.75,0.16,0.33,2.3
Alex Torres,5,4,177.8,65.77,177.8,Orthodox,35,2.47,0.37,2.73,0.69,2,0.22,0.5,0
William Macario,9,3,180.34,77.11,190.5,Orthodox,32,4.92,0.54,3.96,0.65,1.85,0.45,0.78,0
Josh Shockley,11,4,185.42,70.31,185.42,Orthodox,34,1.4,0.33,1.75,0.6,0,0,0.61,0.8
Patrick Walsh,10,3,180.34,83.91,180.34,Orthodox,35,2.03,0.19,2.83,0.64,3,0.54,1,1.5
Rodrigo de Lima,8,3,170.18,70.31,170.18,Orthodox,33,1.29,0.33,5.5,0.32,2.66,0.36,0,1.3
Ian McCall,13,5,165.1,56.7,162.56,Orthodox,39,3.59,0.39,3.25,0.67,2.08,0.3,0.88,0
Richardson Moreira,7,4,187.96,83.91,187.96,Orthodox,39,1.17,0.28,1.83,0.67,0,0,1,0
Andy Enz,10,4,190.5,83.91,198.12,Orthodox,32,3.51,0.23,5.32,0.57,0,0,0.58,0
Phil Davis,17,4,187.96,92.99,200.66,Orthodox,39,2.85,0.34,1.33,0.72,2.99,0.38,0.72,0.6
Akira Corassani,12,6,172.72,65.77,172.72,Orthodox,41,3.25,0.45,4.91,0.5,0.7,0.28,0.86,0
Andy Ogle,9,6,172.72,65.77,175.26,Orthodox,35,2.24,0.44,2.23,0.5,1.44,0.26,0.58,0
Stanislav Nedkov,12,2,180.34,92.99,180.34,Orthodox,42,3.33,0.43,5.39,0.43,2.77,0.41,0,0
Shane Howell,13,10,172.72,56.7,172.72,Orthodox,40,1.27,0.32,2.55,0.42,0,0,0.2,0
Matt Van Buren,7,6,195.58,92.99,195.58,Orthodox,37,7.73,0.45,6.82,0.49,0,0,0.5,0
Tateki Matsuda,13,8,170.18,56.7,170.18,Orthodox,38,3.2,0.34,3.43,0.69,0,0,0.16,0
Louis Gaudinot,8,4,160.02,56.7,160.02,Orthodox,39,2.34,0.37,6.42,0.48,0.57,0.4,0.31,1.1
Rodrigo Damm,13,9,170.18,70.31,180.34,Orthodox,44,3.5,0.36,5.61,0.57,0.44,0.16,0.8,0.3
Mats Nilsson,11,4,185.42,77.11,185.42,Orthodox,40,2.99,0.39,5.62,0.63,3.87,0.83,0.44,2.3
Alexis Dufresne,6,3,175.26,61.23,175.26,Orthodox,33,1.33,0.27,3.33,0.6,1.5,0.5,0.5,0
Mike Rhodes,10,5,185.42,77.11,187.96,Orthodox,34,3.2,0.39,4.13,0.64,0.96,0.33,0.75,0.5
Tom Niinimaki,22,8,175.26,65.77,175.26,Orthodox,41,1.91,0.54,2.31,0.58,2.97,0.46,0.33,0.5
Jamie Varner,21,11,172.72,70.31,180.34,Orthodox,39,2.92,0.34,2.55,0.58,3.49,0.53,0.66,0.8
Joe Ellenberger,15,2,175.26,70.31,182.88,Orthodox,39,1.62,0.47,3.45,0.48,3.17,0.4,0,1.1
Garett Whiteley,7,3,182.88,70.31,182.88,Orthodox,43,3.72,0.48,4.04,0.46,0,0,0.27,0.9
Dustin Kimura,11,3,170.18,61.23,180.34,Orthodox,34,1.33,0.21,3.82,0.51,0.93,0.37,0.5,2.2
Brendan Schaub,10,5,193.04,111.13,198.12,Orthodox,41,2.92,0.37,2.22,0.57,2.32,0.46,0.72,0.4
Matt Hobar,9,3,177.8,61.23,177.8,Southpaw,37,3.23,0.42,4.27,0.52,3.66,0.44,0.5,0
Isaac Vallie-Flagg,16,7,172.72,70.31,177.8,Orthodox,45,5.56,0.47,5.6,0.45,0.2,0.12,0.58,0
Yves Edwards,42,22,175.26,70.31,185.42,Southpaw,47,2.91,0.42,2.34,0.66,0.76,0.53,0.69,0.7
Juan Manuel Puig,11,4,175.26,65.77,175.26,Orthodox,34,4.91,0.23,7.17,0.51,0,0,0,0
Chris Heatherly,9,4,175.26,70.31,175.26,Orthodox,36,1.08,0.45,2.67,0.52,3.39,0.5,1,0.7
Humberto Brown Morrison,4,6,177.8,65.77,177.8,Orthodox,39,1.71,0.5,2.19,0.62,1.43,0.25,0,0
Rodolfo Rubio Perez,10,16,165.1,65.77,165.1,Orthodox,37,1.13,0.36,1,0.62,2,0.33,0.33,0
Charlie Brenneman,19,8,177.8,70.31,177.8,Orthodox,43,1.52,0.56,1.55,0.46,4.23,0.42,0.72,0
Tim Gorman,9,4,165.1,61.23,165.1,Southpaw,40,2.73,0.31,5.57,0.46,1,0.09,0.33,0
Wagner Silva,6,3,182.88,77.11,182.88,Orthodox,37,1.69,0.29,2.87,0.65,0,0,0.58,0
Vagner Rocha,14,4,177.8,70.31,185.42,Orthodox,41,2.64,0.42,4.5,0.48,1.4,0.33,0.5,1.9
Guto Inocente,7,4,190.5,92.99,190.5,Orthodox,37,4.13,0.66,2.92,0.54,0.67,0.33,0.66,0.7
Luke Zachrich,14,4,187.96,83.91,187.96,Orthodox,42,4.56,0.32,4.46,0.62,0.74,0.33,0.8,0
Jumabieke Tuerxun,19,4,170.18,61.23,170.18,Orthodox,37,1.6,0.28,3.08,0.59,0.47,0.11,0.66,0.9
Fabricio Camoes,14,9,177.8,70.31,180.34,Orthodox,45,1.29,0.33,1.85,0.61,2.34,0.32,0.2,1.5
Bruno Santos,15,2,175.26,83.91,175.26,Orthodox,36,1.18,0.46,2.27,0.56,3,0.37,0.66,0.3
Anthony Njokuani,16,12,185.42,70.31,190.5,Orthodox,44,3.94,0.46,2.41,0.65,0.5,0.45,0.53,0.2
Tor Troeng,16,7,187.96,83.91,187.96,Orthodox,41,1.16,0.46,3.26,0.32,0.62,0.07,0.66,0.3
Ernest Chavez,10,2,172.72,65.77,177.8,Orthodox,40,2.79,0.4,3.89,0.59,0.89,0.33,0.5,0
Amir Sadollah,6,5,177.8,77.11,190.5,Orthodox,43,4.71,0.46,3.55,0.6,0.57,0.27,0.6,0.3
Takenori Sato,19,11,177.8,77.11,177.8,Southpaw,38,0.46,0.33,12.92,0.09,0,0,0,0
Kazuki Tokudome,18,7,180.34,70.31,185.42,Southpaw,37,2.26,0.41,3.63,0.53,2,0.38,0.78,0
Dashon Johnson,9,2,170.18,65.77,170.18,Orthodox,36,1.01,0.69,3.83,0.35,0.85,0.33,0.63,0.8
Paulo Thiago,18,9,180.34,77.11,187.96,Orthodox,43,1.71,0.39,1.99,0.63,1.42,0.31,0.63,1.2
Johnny Bedford,21,13,177.8,61.23,180.34,Orthodox,41,4.53,0.5,1.75,0.63,1.83,0.62,0.62,0
Francis Carmont,25,12,190.5,92.99,198.12,Orthodox,42,2.22,0.42,1.64,0.59,1.79,0.36,0.73,0.6
Cung Le,9,3,175.26,83.91,177.8,Southpaw,51,4.36,0.48,2.98,0.66,1.37,0.71,0.88,0.3
Jianping Yang,11,4,170.18,65.77,170.18,Orthodox,35,1.4,0.26,2.07,0.65,1,0.25,0.33,0
Sai Wang,20,6,182.88,77.11,182.88,Southpaw,38,3.17,0.46,2.27,0.53,0,0,0.77,0
Danny Mitchell,19,9,187.96,77.11,187.96,Orthodox,37,2.53,0.49,2.53,0.52,0,0,1,3
Roland Delorme,9,5,175.26,61.23,180.34,Orthodox,40,2.28,0.44,4.32,0.4,2.51,0.34,0.42,1.6
Anying Wang,2,1,182.88,77.11,182.88,Orthodox,32,1.32,0.26,1.63,0.44,0,0,0.33,0
Jack May,9,3,203.2,115.67,203.2,Switch,42,1.52,0.38,3.29,0.33,0.91,0.33,0.2,0
Kyle Kingsbury,11,6,193.04,92.99,200.66,Orthodox,42,2.97,0.4,3.81,0.51,2.64,0.41,0.52,0
Hernani Perpetuo,18,5,182.88,77.11,182.88,Orthodox,38,2.73,0.29,4.37,0.55,0,0,0.37,0.5
Steven Siler,29,16,180.34,65.77,177.8,Orthodox,37,3.21,0.41,2.96,0.54,0.47,0.21,0.55,1.6
Phil Harris,22,12,162.56,56.7,165.1,Orthodox,40,2.34,0.26,3.16,0.68,1.76,0.21,0.6,0
Mike King,5,1,190.5,83.91,190.5,Orthodox,40,4.44,0.58,1.29,0.72,1.75,0.25,0.4,3.5
Cody Donovan,8,5,190.5,92.99,187.96,Orthodox,43,5.61,0.59,5.44,0.45,1.67,0.28,0,1.7
Pat Healy,34,23,182.88,70.31,182.88,Orthodox,40,2.57,0.36,2.57,0.5,3.08,0.37,0.55,1.1
Tina Lahdemaki,5,1,157.48,52.16,157.48,Orthodox,35,1.93,0.2,4.67,0.57,0,0,0.16,0
Daniel Spohn,15,6,193.04,92.99,200.66,Southpaw,39,2.42,0.49,1.6,0.53,0,0,0.28,2.5
Guilherme Vasconcelos,9,4,182.88,83.91,182.88,Orthodox,38,3.27,0.29,4.4,0.7,0,0,0,0
Colton Smith,7,4,182.88,70.31,180.34,Orthodox,36,1.64,0.41,2.3,0.51,4.09,0.36,0.25,1.4
Chris Indich,6,4,177.8,77.11,177.8,Orthodox,36,1.31,0.3,4.32,0.43,0.75,0.5,0.5,1.5
Mike Easton,13,6,167.64,61.23,177.8,Southpaw,40,3.51,0.37,4.28,0.61,0.75,0.22,0.66,0
Jason High,21,6,172.72,70.31,185.42,Southpaw,42,1.28,0.42,1.56,0.48,2.36,0.63,0.37,2.8
Bobby Voelker,19,13,182.88,77.11,187.96,Orthodox,44,4.01,0.35,5.84,0.42,1.04,0.5,0.66,0
Lance Benoist,7,2,180.34,77.11,182.88,Southpaw,35,3.68,0.51,2.7,0.56,1.5,0.33,0.61,0
Chris Holdsworth,6,0,180.34,61.23,180.34,Orthodox,36,1.85,0.29,1.94,0.58,3.38,0.62,1,2
Ben Wall,8,7,177.8,70.31,177.8,Orthodox,35,1.47,0.29,8.53,0.29,0,0,1,0
Anthony Lapsley,23,7,175.26,77.11,175.26,Southpaw,44,0.53,0.34,0.58,0.66,0,0,0.2,0
Estevan Payan,16,12,177.8,65.77,177.8,Orthodox,42,4.25,0.42,3.58,0.57,0.36,1,0.6,0.4
Mark Bocek,12,5,172.72,70.31,190.5,Orthodox,42,2.34,0.43,2.32,0.6,3.65,0.36,0.31,1.3
Ronny Markes,17,5,185.42,83.91,190.5,Orthodox,35,2.17,0.53,2.43,0.45,3.13,0.4,1,0.5
Thiago Perpetuo,9,4,177.8,77.11,177.8,Orthodox,36,5.39,0.69,3.51,0.51,2.82,0.5,0.66,0
Jake Shields,31,9,182.88,77.11,182.88,Orthodox,45,2.45,0.36,1.8,0.56,2.83,0.29,0.35,1.2
Renee Forte,8,4,170.18,70.31,180.34,Orthodox,37,2.08,0.32,2.12,0.63,2.32,0.58,0.66,0
Will Campuzano,14,6,175.26,56.7,177.8,Orthodox,37,2.43,0.31,3.82,0.57,0.88,0.45,0.48,0.2
Robert McDaniel,28,10,190.5,83.91,190.5,Southpaw,40,1.64,0.44,1.98,0.56,0.93,0.5,0.5,1.4
Melvin Guillard,32,18,175.26,70.31,180.34,Orthodox,40,2.96,0.4,1.85,0.66,1.3,0.63,0.61,0.2
Cyrille Diabate,19,10,198.12,92.99,205.74,Southpaw,50,4.06,0.71,1.78,0.6,1.17,0.83,0.53,0.2
John Hathaway,17,2,185.42,77.11,190.5,Orthodox,36,3.4,0.4,1.8,0.62,2.61,0.43,0.6,0.9
Ivan Menjivar,25,12,167.64,65.77,162.56,Orthodox,41,2.78,0.37,2.76,0.65,0.56,0.28,0.38,1
Nam Phan,21,17,167.64,61.23,177.8,Orthodox,41,4.52,0.37,6.55,0.59,0.18,0.18,0.6,0.2
Albert Cheng,7,4,180.34,77.11,180.34,Orthodox,39,1,0.41,2.6,0.71,0,0,0,0
TJ Waldburger,16,9,180.34,77.11,190.5,Orthodox,35,2.02,0.51,2.39,0.4,3.03,0.46,0.4,4.8
Rafaello Oliveira,17,8,172.72,70.31,180.34,Orthodox,42,2.19,0.33,3.38,0.59,2.49,0.36,0.11,1.6
Cristiano Marcello,13,6,175.26,70.31,182.88,Orthodox,46,2.56,0.33,3.61,0.58,0.44,0.11,0.2,0.9
Nick Catone,10,4,182.88,83.91,182.88,Southpaw,42,2.11,0.44,2.32,0.63,3.71,0.44,0.83,0.5
Ramiro Hernandez,19,9,175.26,61.23,175.26,Orthodox,37,2.72,0.28,5.51,0.64,0,0,0,0
Mike Rio,10,5,177.8,70.31,177.8,Orthodox,42,1.68,0.39,2.99,0.53,2.58,0.27,0,1
Brian Houston,4,6,187.96,83.91,187.96,Orthodox,42,1.9,0.35,3.67,0.53,0.95,1,0.87,0
Shunichi Shimizu,30,18,165.1,61.23,165.1,Orthodox,39,0.14,0.33,4.68,0.3,0,0,0,0
Will Chope,34,13,193.04,65.77,193.04,Switch,33,4.43,0.27,9.93,0.46,0,0,0,0
Quinn Mulhern,18,4,190.5,70.31,190.5,Orthodox,39,1.48,0.28,2.09,0.51,1.36,0.2,0.33,0
Dave Galera,5,1,180.34,61.23,180.34,Orthodox,46,1.67,0.69,0.53,0.33,0,0,0.14,2
Chris Leben,22,11,180.34,83.91,185.42,Southpaw,43,2.87,0.42,2.87,0.52,1.14,0.41,0.53,0.8
Mac Danzig,21,12,172.72,70.31,177.8,Orthodox,44,3.39,0.48,3.44,0.57,1.2,0.37,0.46,0.6
Cody McKenzie,16,10,182.88,70.31,182.88,Switch,36,1.74,0.34,2.5,0.67,2.5,0.25,0.14,2.5
Roger Bowling,12,6,175.26,70.31,172.72,Orthodox,41,3.9,0.47,3.86,0.51,3.09,0.43,0.27,0.9
Darren Uyenoyama,10,6,167.64,56.7,165.1,Orthodox,44,1.34,0.39,2.21,0.66,1.42,0.33,0.35,0.7
Pat Barry,8,7,180.34,106.59,187.96,Orthodox,44,2.72,0.52,3.54,0.59,0,0,0.76,0.2
Julie Kedzie,16,13,165.1,61.23,165.1,Orthodox,43,2.9,0.36,3.18,0.46,1.14,0.23,0.78,0
