winner,r_stance,b_stance,career_wins_diff,career_losses_diff,age_diff,height_diff,weight_diff,reach_diff,SLpM_diff,SApM_diff,sig_str_acc_diff,td_acc_diff,str_def_diff,td_def_diff,sub_avg_diff,td_avg_diff
Red,Orthodox,Orthodox,5,-4,-6,-2.539999999999992,0,-5.079999999999984,1.2400000000000002,0.28000000000000025,-0.07,0,-0.04999999999999993,0.5,0,0
Red,Southpaw,Southpaw,-5,-5,1,10.160000000000025,0,20.319999999999993,0.6899999999999995,1.4700000000000002,0.020000000000000018,-0.11999999999999994,0.030000000000000027,0.040000000000000036,0.2,-3.57
Blue,Orthodox,Orthodox,5,11,2,0,-4.530000000000001,0,-0.08999999999999986,2.630000000000001,-0.019999999999999962,0.5,0,0.14,0,0.09
Blue,Orthodox,Orthodox,-3,3,-10,2.539999999999992,0,10.159999999999997,-0.06000000000000005,3.32,-0.10000000000000003,0.6,-0.16999999999999998,-0.06999999999999995,0,-1.02
Red,Switch,Southpaw,-1,-6,-9,-5.079999999999984,0,-2.5400000000000205,3.56,0.5399999999999996,0.14,0.07,0.16000000000000003,0.13,0,-0.03
Red,Switch,Switch,0,-3,-2,12.699999999999989,0,10.160000000000025,-0.79,-2.7100000000000004,0.12000000000000005,0.04000000000000001,0.06999999999999995,-0.12,0.39999999999999997,-0.8200000000000001
Red,Orthodox,Orthodox,10,4,3,-7.6200000000000045,0,-7.6200000000000045,-0.07000000000000028,-0.3700000000000001,0.04999999999999999,0.030000000000000027,0.040000000000000036,0.15999999999999998,-0.5,-0.27999999999999997
Blue,Orthodox,Orthodox,-3,5,4,5.079999999999984,0,10.160000000000025,0.8900000000000001,1.6900000000000004,-0.09999999999999998,0.03,-0.15000000000000002,-0.20999999999999996,0,-1.0099999999999998
Red,Orthodox,Orthodox,4,-1,0,7.6200000000000045,0,2.539999999999992,2.4,-0.5899999999999999,0.02999999999999997,-0.25,0.08000000000000007,-0.37999999999999995,0.2,-2.66
Red,Orthodox,Orthodox,-3,-2,8,-10.159999999999997,0,-25.399999999999977,-1.5900000000000003,-0.7000000000000002,0.04999999999999999,-0.31,-0.010000000000000009,-0.16999999999999998,0.7,-0.45999999999999996
Red,Orthodox,Orthodox,-2,-3,-7,2.539999999999992,0,10.159999999999997,0.8900000000000001,-0.14000000000000012,0.18,-0.03999999999999998,0.050000000000000044,-0.08000000000000002,-0.3,3.7799999999999994
Red,Southpaw,Orthodox,10,4,5,-12.699999999999989,0,-15.240000000000009,1.5100000000000002,0.24,-0.09000000000000002,0.010000000000000009,0.19,0.08000000000000007,-0.7,-1.31
